movieID,Year,Director,Actors,Languages
106254,2010,Michael Morrissey,Caleb Steinmeyer|Zulay Henao|Bill Sage,English
106256,1998,John Gray,Rob Morrow|Lance Henriksen|Donna Murphy,English
106268,2004,David Leaf,David Anderle|Hal Blaine|Jeff Bridges,English
106270,1952,Alexander Hall,Mario Lanza|Doretta Morrow|James Whitmore,English
106272,2010,Marcio Garcia,Dean Cain|Juliana Paes|Bill Engvall,English|Portuguese
106275,1994,Carl Colpaert,Viggo Mortensen|Donal Logue|Jeremy Sisto,English
106277,1991,Lou Kennedy,Jonathan Ke Quan|Eddie Saavedra|Ed Neil,English
106295,1964,Warren Kiefer,Christopher Lee|Gaia Germani|Philippe Leroy,Italian
106297,1956,Aleksandr Ptushko,Boris Andreyev|Shukur Burkhanov|Andrei Abrikosov,Russian
106300,1959,Aleksandr Ptushko,Urho Somersalmi|Anna Orochko|Ivan Voronov,Finnish
106302,2003,Woo-Suk Kang,Sung-kee Ahn|Kyung-gu Sol|Jun-ho Heo,Korean
106306,2004,Phil Benson,Kevin Smith|Scott Mosier|Brian O'Halloran,English
106310,2008,Tom Roberts,Vera Farmiga|Thomas Kretschmann|John Malkovich,English
106320,2001,Michael Oblowitz,Adrian Paul|Bokeem Woodbine|Bai Ling,English|German
106326,2013,Matti Ijäs,Sampo Sarkola|Krista Kosonen|Tommi Korpela,Finnish
106330,2013,Jon Turteltaub,Robert De Niro|Michael Douglas|Morgan Freeman,English
106332,2013,Greg 'Freddy' Camalier,Rick Hall|Aretha Franklin|Keith Richards,English
106334,,,Anton Lesser|Jimi James|Simon Russell Beale,English
106336,2013,Wei Zhao,Mark Chao|Geng Han|Zishan Yang,Mandarin|English
106342,1957,Veit Harlan,Paula Wessely|Paul Dahlke|Hans Nielsen,German
106344,2013,Jason Friedberg,Maiara Walsh|Brant Daugherty|Cody Christian,English
106346,1976,Arthur Hiller,Rod Steiger|Valerie Perrine|John Marley,English
106348,2002,Jorge Montesi,Cynthia Rothrock|Seamus Dever|Jessica Stier,English
106351,1958,Ray Nazarro,Rory Calhoun|Barbara Bates|John Dehner,English
106353,2006,David Wachs,Jack Beers|Arthur Hiller|Katherine Oliver,English
106355,2012,Russell Leigh Sharman,Nicole Beharie|Christopher J. Domig,English
106363,2012,Tapio Piirainen,Ilkka Heiskanen|Taisto Reimaluoto|Maija Junno,Finnish
106365,1974,Gordon Parks,Ron Leibman|David Selby|Sheila Frazier,English
106369,2011,Chris Crow,Scarlett Alice Johnson|Jack Gordon|Michael Jibson,English
106374,2012,Juan Carlos Medina,Alex Brendemühl|Tómas Lemarquis|Ilias Stothart,Catalan|Spanish|German|English
106376,1983,Franc Roddam,David Keith|Robert Prosky|G.D. Spradlin,English
106378,1976,Michael Winner,Dennis Morgan|Shecky Greene|Phil Leeds,English
106387,1995,Michael McDonald,Anthony Michael Hall|Justine Bateman|Shadoe Stevens,English
106389,1998,Jim Larsen,Doug Ciskowski|Caleb Kreischer|Rob Hayward,English
106391,2010,Tim Disbrow,Kevin Sullivan|Johnny Falco|Michael Verdi,English
106397,2005,Robert Brinkmann,Stephen Tobolowsky|Ann Hearn|Mena Suvari,English
106399,1975,Claude Goretta,Marlène Jobert|Gérard Depardieu|Dominique Labourier,French
106401,2004,Nicolas Boukhrief,Albert Dupontel|Jean Dujardin|François Berléand,French
106403,2006,Christoph Schrewe,Manu Fullola|Brian Blessed|James Faulkner,English
106405,2011,Crayton Robey,Edward Albee|Joe Allen|Matt Baney,English
106407,2013,James Toback,Jessica Chastain|Ryan Gosling|Martin Scorsese,English
106417,2011,Marco Berger,Carlos Echevarría|Javier De Pietro|Antonella Costa,Spanish
106421,2013,Spencer McCall,Arye Bender|Boston Blake|Jeff Hull,English
106423,2012,Ryan Darst,Whit Hertford|Mary Kate Wiles|Nora Kirkpatrick,English
106431,2007,Lincoln Ruchti,Ronald Bailey|Sam Blackburn|Leo Daniels,English
106434,1987,Daniel Boyd,Jesse Emery|Marjorie Fitzsimmons|Laurie Pennington,English
106436,2013,Paul Wright,George MacKay|Kate Dickie|Michael Smiley,English
106438,2013,Stephen Frears,Judi Dench|Steve Coogan|Sophie Kennedy Clark,English
106441,2013,Brian Percival,Sophie Nélisse|Geoffrey Rush|Emily Watson,English|German
106443,2013,Malcolm D. Lee,Monica Calhoun|Morris Chestnut|Melissa De Sousa,English
106450,2009,Brian Caunter,Frank Vincent|Kathrine Narducci|Mike Starr,English
106452,2013,Pawel Pawlikowski,Agata Kulesza|Agata Trzebuchowska|Dawid Ogrodnik,Polish|Latin|French
106455,2012,Ulf Malmros,Lotta Tejle|Johan Östling|Björn Starrin,Swedish
106458,1953,D. Djajakusuma,Wahid Chan|Bambang Hermanto|R.D. Ismail,Indonesian|Minangkabau
106460,1956,P. Ramlee,P. Ramlee|Sri Dewi|Ahmad C.,Malay
106462,1953,Bimal Roy,Ashok Kumar|Meena Kumari|Asitbaran,Hindi
106464,2013,Jonás Cuarón,Sandra Bullock|Orto Ignatiussen|Lajla Lange,Greenlandic|English
106466,1924,Graham Cutts,Betty Compson|Clive Brook|Henry Victor,English
106471,2009,Munehisa Sakai,Felecia Angelle|Christopher Bevins|Kate Bristol,Japanese
106473,2012,Tatsuya Nagamine,Mayumi Tanaka|Kazuya Nakai|Akemi Okamura,Japanese
106475,2010,Adam Blaiklock,Ben Oxenbould|Daisy Betts|Sam Lyndon,English
106483,1957,Allen Reisner,Glynis Johns|Cameron Mitchell|Rex Thompson,English
106485,1990,Robert Clouse,Cynthia Rothrock|Richard Norton|Keith Cooke,English
106487,2013,Francis Lawrence,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth,English
106489,2013,Peter Jackson,Ian McKellen|Martin Freeman|Richard Armitage,English
106491,2013,Carl Rinsch,Keanu Reeves|Hiroyuki Sanada|Ko Shibasaki,English|Japanese
106493,1973,Wim Wenders,Senta Berger|Hans Christian Blech|Lou Castel,German
106495,2012,Jean-Claude Brisseau,Virginie Legeay|Claude Morel|Lise Bellynck,French
106498,1953,Aleksandr Ptushko,Sergei Stolyarov|Alla Larionova|Ninel Myshkova,Russian
106501,2010,Jean-Paul Salomé,Marc-André Grondin|Ellen Barkin|Famke Janssen,English|French|Spanish
106503,2007,Russell Barnes,Derren Brown|Deepak Chopra|Richard Dawkins,English
106506,1994,Joseph Sargent,Michael Caine|Bob Hoskins|John Lithgow,English
106508,2013,Renny Harlin,Holly Goss|Matt Stokoe|Luke Albright,English|Russian
106510,1974,Phil Roman,Todd Barbee|Melanie Kohn|Stephen Shea,English
106515,2009,Çagatay Tosun,Erdal Besikçioglu|Sebnem Dönmez|Ugur Polat,Turkish
106517,2009,Jean-François Brient,,French
106519,2010,Jesper Huor,Julian Assange|Daniel Domscheit-Berg|Kristinn Hrafnsson,English|Swedish|Icelandic|Arabic
106521,1960,Edgar G. Ulmer,Robert Clarke|Darlene Tompkins|Arianne Ulmer,English
106525,1943,Elliott Nugent,Ray Milland|Paulette Goddard|Gladys George,English
106527,1996,Hiroko Tokita,Yûko Ikeda|Mika Kanai|Sakiko Tamagawa,Japanese
106529,1988,Takaaki Ishiyama,Hiromi Tsuru|Toni Barry|Yûsaku Yara,Japanese|English
106538,1968,Paul Morrissey,Joe Dallesandro|Geraldine Smith|Patti D'Arbanville,English
106540,2013,Ken Scott,Vince Vaughn|Chris Pratt|Cobie Smulders,English
106542,2013,Fredrik Bond,Shia LaBeouf|Evan Rachel Wood|Mads Mikkelsen,English|Romanian
106549,1992,Jari Halonen,Jorma Tommila|Ulla Koivuranta|Sanna-Maria Salmi,Finnish
106559,2008,Frank Henenlotter,Charlee Danielson|Anthony Sneed|Mark Wilson,English
106561,2013,Rakesh Roshan,Priyanka Chopra|Amitabh Bachchan|Hrithik Roshan,Hindi|Telugu|Tamil
106563,1974,George Schaefer,Zero Mostel|Katy Jurado|A Martinez,English|Spanish
106565,1966,Nobuhiko Ôbayashi,Sari Akasaka|Kyoko Hanyu|Sakio Hirata,Japanese
106579,2013,Ric Esther Bienstock,Chas Bruns|David Cronenberg,English
106581,1942,William Morgan,Gene Autry|Smiley Burnette|Virginia Grey,English
106583,1948,Jacques Tourneur,Merle Oberon|Robert Ryan|Charles Korvin,English|German|French|Russian
106590,2013,Anthony C. Ferrante,Brent Lydic|Jonathan Nation|Stephanie Greco,English
106592,2010,Paul Gordon,Paul Gordon|Jonny Mars|Chris Doubek,English
106594,2012,Alex Karpovsky,Dustin Guy Defa|Alex Karpovsky|Keith Poulson,English
106599,2013,Damian Lee,Brendan Fraser|Dominic Purcell|Ethan Suplee,English
106607,1994,Alvaro Passeri,Clay Rogers|Michael Bon|Sharon Twomey,Italian
106609,1994,Scooter McCrae,Stark Raven|Flora Fauna|Daniel 'Smalls' Johnson,English
106611,1994,Brenton Spencer,J.H. Wyman|Kim Coates|Andrea Roth,English
106614,1996,Jari Halonen,Jorma Tommila|Antti Reini|Rauno Juvonen,Finnish
106616,1977,John Hayes,Christopher Lee|Sue Lyon|Kirk Scott,English
106618,2001,Adam Arkin,Juliette Lewis|Kelsey Keel|Shirley Knight,English
106620,1972,Michael Campus,Oliver Reed|Geraldine Chaplin|Don Gordon,English
106624,2012,Sergio Castellitto,Penélope Cruz|Emile Hirsch|Adnan Haskovic,English|Italian|Bosnian
106634,2008,Kenny Leon,Sean Combs|Sanaa Lathan|Audra McDonald,English
106642,,Nick Hurran,Matt Smith|David Tennant|Christopher Eccleston,English
106644,1957,David Miller,Joan Crawford|Heather Sears|Rossano Brazzi,English
106646,2010,Hans Petter Moland,Stellan Skarsgård|Bjørn Floberg|Jorunn Kjellsby,Norwegian|Swedish|Saami
106648,2011,Sion Sono,Miki Mizuno|Makoto Togashi|Megumi Kagurazaka,Japanese
106672,1990,Nat Christian,Burt Young|Allen Garfield|Judy Landers,English
106674,1994,Michael Mazo,Thomas Ian Griffith|Nastassja Kinski|Christopher Plummer,English
106676,1985,John Paizs,Eva Kovacs|John Paizs|Darrell Baran,English
106680,2011,Frédérique Barraja,Anne-Marie|Carole-Anne Bequignon|Paola Bjaringer,French
106682,2009,,Buzz Aldrin|Neil Armstrong|Alan Bean,English
106684,2010,Emilis Velyvis,Zemyna Asmontaite|Donatas Ivanauskas|Kestutis Stasys Jakstas,Lithuanian|Russian|English
106686,2010,Miguel Gonçalves Mendes,Joao Afonso|Àngels Barceló|Pilar del Río,Spanish|Portuguese
106688,2000,Tobe Hooper,Mark McLachlan|Caitlin Martin|Chris Solari,English
106690,1948,Henry Levin,Glenn Ford|Evelyn Keyes|Ron Randell,English
106696,2013,Chris Buck,Kristen Bell|Idina Menzel|Jonathan Groff,English|Icelandic
106698,1962,Satsuo Yamamoto,Raizô Ichikawa|Shiho Fujimura|Yûnosuke Itô,Japanese
106700,2007,Chris Graham,John Rhys-Davies|Kerry Fox|Tamer Hassan,English
106702,1981,Walerian Borowczyk,Udo Kier|Marina Pierro|Patrick Magee,French
106704,1979,J. Robert Wagoner,Rudy Ray Moore|Carol Speed|Jimmy Lynch,English
106722,1963,Robert Drew,John F. Kennedy|George Wallace|Robert F. Kennedy,English
106725,1990,Alan Metzger,Tom Skerritt|Michael Parks|Nancy Everhard,English
106727,2013,Albert Dupontel,Albert Dupontel|Sandrine Kiberlain|Nicolas Marié,French
106729,1985,Don Dohler,Richard Ruxton|Faye Tilles|George Stover,English
106734,2012,Larry Clark,Adam Mediano|Drake Burnette|Jeremy St. James,English
106736,1965,Doris Wishman,Gigi Darlene|Charles E. Mazin|Sam Stewart,English
106739,2009,Jordan Downey,Wanda Lust|Natasha Cordova|Lindsey Anderson,English
106741,2012,Jordan Downey,Daniel Usaj|Joe Hartzler|Preston Altree,English
106745,1967,Luchino Visconti,Marcello Mastroianni|Anna Karina|Bernard Blier,French|Italian
106747,2013,Srdan Golubovic,Aleksandar Bercek|Leon Lucev|Nebojsa Glogovac,Serbian|German
106749,2013,Sandra Nettelbeck,Michael Caine|Michelle Goddet|Jane Alexander,English|French
106751,,Paul Kafno,Colm Wilkinson|Philip Quast|Ruthie Henshall,English
106753,2013,Måns Mårlind,Marie Richardson|Adam Lundgren|Maja Kin,Swedish
106762,2010,Satoshi Nishimura,Masaya Onosaka|Hiromi Tsuru|Satsuki Yukino,Japanese
106766,2013,Ethan Coen,Oscar Isaac|Carey Mulligan|John Goodman,English
106768,2009,Ciro Guerra,Marciano Martínez|Yull Núñez|Agustin Nieves,Spanish
106782,2013,Martin Scorsese,Leonardo DiCaprio|Jonah Hill|Margot Robbie,English|French
106785,2013,Gary Fleder,Jason Statham|James Franco|Winona Ryder,English
106791,1985,Ruggero Deodato,Lisa Blount|Leonard Mann|Willie Aames,Italian
106794,1995,Robert Lee,Michael Dudikoff|Suki Kaiser|Brion James,English
106820,2012,Joe Swanberg,Kentucker Audley|Amanda Crawford|Joe Swanberg,English
106822,1978,Frantisek Vlácil,Juraj Kukura|Marta Vancurová|Gustáv Valach,Czech
106824,1982,Peter Mettler,Anthony Downes|Greg Krantz|Christie MacFadyen,English
106832,1956,Joseph H. Lewis,Randolph Scott|Barbara Hale|Jay C. Flippen,English
106834,2011,Jack McCoy,Moses Goods|Mick O'Brien|Jamie O'Brien,English
106839,2013,Justin Chadwick,Idris Elba|Naomie Harris|Terry Pheto,English|Afrikaans|Xhosa
106841,2013,John Wells,Meryl Streep|Dermot Mulroney|Julia Roberts,English
106848,1965,Noriaki Yuasa,Eiji Funakoshi|Harumi Kiritachi|Junichirô Yamashiko,Japanese
106850,1962,Kenji Misumi,Shintarô Katsu|Masayo Banri|Ryûzô Shimada,Japanese
106852,1962,Kazuo Mori,Shintarô Katsu|Yaeko Mizutani|Masayo Banri,Japanese
106854,2013,Tim McCanlies,Harry Connick Jr.|Connie Britton|Chandler Canterbury,English
106859,2013,Lijo Jose Pellissery,Indrajith|Fahadh Faasil|Kalabhavan Mani,Malayalam
106861,2013,Martin Provost,Emmanuelle Devos|Sandrine Kiberlain|Olivier Gourmet,French
106863,2013,Pirjo Honkasalo,Johannes Brotherus|Jari Virman|Anneli Karppinen,Finnish
106866,2007,Jake Kennedy,Tom Eplin|Sabrina Gennarino|Travis Brorsen,English
106868,2012,Jamie Babbit,Agnes Bruckner|Madeline Zima|Shawn Ashmore,English
106870,2012,John Poliquin,Richard Harmon|Shawn C. Phillips|Jennica Fulton,English
106873,2012,Mahiro Maeda,Brina Palencia|Taliesin Jaffe|Colleen Clinkenbeard,Japanese
106877,2011,Cédric Klapisch,Karin Viard|Gilles Lellouche|Audrey Lamy,French|English
106879,2013,Eduardo Rodriguez,Will Payne|Jaime Murray|Sean Power,English
106881,2013,Logan Miller,Ed Harris|January Jones|Jason Isaacs,English
106883,2013,Phil Morrison,Paul Giamatti|Paul Rudd|Sally Hawkins,English
106887,1997,Catherine Cyran,Kirsten Dunst|Zachery Ty Bryan|August Schellenberg,English
106889,2013,Teller,Tim Jenison|Penn Jillette|Martin Mull,English|Dutch
106892,2013,Martha Shane,George Tiller|Warren Hern|Leroy Carhart,English
106895,2008,Frank H. Woodward,Robin Atkin Downes|Neil Gaiman|Peter Straub,English
106897,2011,Brady Kiernan,Sam Rosen|Zoe Lister-Jones|Michael Imperioli,English
106906,1966,Shigeo Tanaka,Kôjirô Hongô|Kyôko Enami|Yûzô Hayakawa,Japanese
106910,2009,Savage Steve Holland,Milly Rosso|Becky Rosso|Christopher Cousins,English
106914,2012,Aleksi Bardy,Tarja Halonen|Pentti Arajärvi|Eila Nevalainen,Finnish|English
106916,2013,David O. Russell,Christian Bale|Amy Adams|Bradley Cooper,English|Arabic
106918,2013,Ben Stiller,Ben Stiller|Kristen Wiig|Jon Daly,English|Spanish|Icelandic
106920,2013,Spike Jonze,Joaquin Phoenix|Amy Adams|Scarlett Johansson,English
106922,1963,Tokuzô Tanaka,Shintarô Katsu|Mikiko Tsubouchi|Seizaburô Kawazu,Japanese
106924,1963,Tokuzô Tanaka,Shintarô Katsu|Miwa Takada|Masayo Banri,Japanese
106927,2009,Noboru Iguchi,Asami|Yoshihiro Nishimura|Naoto Takenaka,Japanese
106967,1969,Stuart Rosenberg,Jack Lemmon|Catherine Deneuve|Peter Lawford,English
106970,2008,Amin Matalqa,Nadim Sawalha|Rana Sultan|Hussein Al-Sous,Arabic|French|Italian
106972,2006,James Tuchschmidt,,English
106981,2013,Nicolás Alcalá,Leon Ockenden|Katrine De Candole|Max Wrottesley,English
106983,2013,François Ozon,Marine Vacth|Géraldine Pailhas|Frédéric Pierrot,French|German
106986,1985,Jules Bass,Earl Hammond|Earle Hyman|Larry Kenney,English
106988,2012,Paco León,Carmina Barrios|María León|Paco Casaus,Spanish
106990,1942,Eugeniusz Cekalski,Laurence Olivier,English
106992,1974,Carlos Saura,José Luis López Vázquez|Lina Canalejas|Fernando Delgado,Spanish
106994,1935,Martin E. Johnson,Martin E. Johnson|Osa Johnson|Lew Lehr,English
106996,1958,Irvin Kershner,Yale Wexler|Jonathan Haze|Steven Marlo,English
106998,1970,Kenji Misumi,Shintarô Katsu|Reiko Ôhara|Pîtâ,Japanese
107000,2013,James Hawes,Kevin McNally|William Hurt|Bruce Greenwood,English
107002,2013,Evan Leong,Jeremy Lin|Daniel Dae Kim|Ming Yao,English|Mandarin
107004,2013,Daisy von Scherler Mayer,Adam Brody|Kristen Bell|Zoe Kazan,English
107011,2011,Alberto Fuguet,Pablo Cerda|James Cathcart|Ezra Fitz,English|Spanish
107013,1977,Moira Armstrong,Michael Hordern|John Le Mesurier|Bernard Lee,English
107017,2013,Gonzalo López-Gallego,Sharlto Copley|Thomas Kretschmann|Josie Ho,English
107020,1989,J.R. Bookwalter,Pete Ferry|Bogdan Pecic|Michael Grossi,English
107022,1940,Lew Landers,Philip Dorn|Luli Deste|Stanley Fields,English
107024,2013,Jukka-Pekka Siili,Teemu Selänne|Don Baizley|Bruce Boudreau,
107028,2001,John Irvin,Jeremy Irons|Forest Whitaker|Jason Priestley,English|French|Serbo-Croatian
107032,2001,William Wesley,Lou Diamond Phillips|Lori Petty|Steven Williams,English
107039,1960,Robert Mulligan,Tony Curtis|Debbie Reynolds|Jack Oakie,English
107042,2013,James Lapine,Barbara Barrie|Charles Braswell|Susan Browning,English
107050,2003,David S. Cass Sr.,Teri Polo|Andrew McCarthy|Patricia Kalember,English
107052,2013,Sini Anderson,Kathleen Hanna|Carrie Brownstein|Kim Gordon,English
107055,1989,Brett Leonard,Jeremy Slate|Cheryl Lawson|Stephen Gregory Foster,English
107057,,,Jaime Winstone|Andy Nyman|Riz Ahmed,English
107059,1997,Daniel Petrie Jr.,James Garner|Kim Coates|Marlee Matlin,English|American Sign Language
107061,1984,Mamoru Oshii,Fumi Hirano|Toshio Furukawa|Akira Kamiya,Japanese
107065,2006,Eric Steven Stahl,Beau Bridges|Rosanna Arquette|Mathew Botuchis,English
107067,2009,Robert Cibis,Stephan Knüpfer|Pierre-Laurent Aimard|Lang Lang,German|English
107069,2013,Peter Berg,Mark Wahlberg|Taylor Kitsch|Emile Hirsch,English|Pushto
107075,1997,Stan Phillips,Tim Curry|Whoopi Goldberg|Michael York,English
107077,2004,Arthur Allan Seidelman,Kelsey Grammer|Jesse L. Martin|Jane Krakowski,English
107079,2012,Savage Steve Holland,Drake Bell|Daniella Monet|David Lewis,English
107081,1963,Kimiyoshi Yasuda,Shintarô Katsu|Shiho Fujimura|Ryûzô Shimada,Japanese
107083,2013,Gary Entin,Cameron Deane Stewart|Justin Deeley|Meaghan Martin,English
107085,2012,Detlev Buck,Albrecht Schuch|Baldanpurev Sambuu|Agi Ariunsaichan Dawaachu,German
107096,2010,Lutz Hachmeister,Yannick Alléno|Elena Arzak|Juan María Arzak,German|English|French
107098,1958,Wojciech Has,Gustaw Holoubek|Aleksandra Slaska|Teresa Szmigielówna,Polish
107100,1972,Sarah Maldoror,Domingos de Oliveira|Elisa Andrade|Jean M'Vondo,Portuguese
107102,2012,Eric Walter,Daniel Lutz|Susan Bartell|Laura DiDio,English
107106,1995,Amos Poe,Stephen Baldwin|David Rasche|Tom Kenny,English
107115,2011,Savage Steve Holland,Drake Bell|Steven Weber|Daniella Monet,English
107117,2013,Alex Gibney,Lance Armstrong|Reed Albergotti|Betsy Andreu,English
107128,1978,Claude Chabrol,Donald Sutherland|Aude Landry|Lisa Langlois,English
107130,2013,Terry McDonough,David Bradley|Ross Gurney-Randall|Roger May,English
107132,1986,Jim McCullough Sr.,Bill Thurman|Anna Chappell|Will Mitchell,English
107137,2007,Tim Russ,Walter Koenig|Nichelle Nichols|Alan Ruck,English
107141,2013,John Lee Hancock,Emma Thompson|Tom Hanks|Annie Rose Buckley,English
107143,2010,Jouni Hokkanen,Steve Osada|Ageha Asagi|Haruki Yukimura,Japanese|English
107145,2012,Mårten Klingberg,Jonas Karlsson|Marie Robertson|Ellen Mattsson,Swedish
107147,2011,John Shank,Vincent Rottiers|Anaïs Demoustier|Florence Loiret Caille,French
107153,1966,Herbert J. Leder,Dana Andrews|Anna Palk|Philip Gilbert,English
107155,1952,Stuart Gilmore,Robert Clarke|Margaret Field|Gloria Saunders,English
107157,1960,Bert I. Gordon,Charles Herbert|Susan Gordon|Murvyn Vye,English
107159,1964,Kazuo Ikehiro,Shintarô Katsu|Shôgo Shimada|Mikiko Tsubouchi,Japanese
107161,1964,Kazuo Ikehiro,Shintarô Katsu|Tatsuo Endô|Takashi Etajima,Japanese
107172,2010,Gustavo Ron,Ben Chaplin|Robbie Kay|Alex Etel,English
107174,1963,Giovanni Guareschi,Giorgio Bassani|Renato Guttuso|Gigi Artuso,Italian
107176,2004,Aki Kaurismäki,Johanna Troell|Safia Aggoune|Abel Alves,Danish|German|Portuguese|Slovak|Swedish|English|Greek|Italian|Lithuanian|Polish|Dutch|French|Luxembourgish|Slovenian|Turkish|Czech|Spanish|Maltese
107178,2006,Audrius Juzenas,Heino Ferch|Sebastian Hülk|Erika Marozsán,English|German
107183,2013,Rob Epstein,Richard Berkowitz|Timothy Ray Brown|Michael Callen,English
107185,1977,Jeff Lieberman,Zalman King|Deborah Winters|Mark Goddard,English
107188,1964,Kimiyoshi Yasuda,Shintarô Katsu|Miwa Takada|Eiko Taki,Japanese
107194,1924,Alexandre Volkoff,Ivan Mozzhukhin|Nathalie Lissenko|Pauline Po,
107196,2013,Michel Gondry,Noam Chomsky|Michel Gondry|Richard Feynman,English
107199,2013,Zachary Barr,Jim Bridwell|Hazel Findlay|Emily Harrington,English
107202,2012,Chris Alstrin,Conrad Anker|Jimmy Chin|Sasha DiGiulian,English
107204,2010,Bogdan George Apetri,Ana Ularu|Andi Vasluianu|Ioana Flora,Romanian
107207,2013,George Isaac,Gabriel Byrne|Rufus Sewell|Toby Stephens,English
107209,2014,Brian A Miller,Craig Fairbrass|James Caan|Jason Patric,English
107213,2013,Francesca Gregorini,Jessica Biel|Kaya Scodelario|Frances O'Connor,English
107215,2006,Dallas Jenkins,Stephen Baldwin|K Callan|Kirk B.R. Woller,English
107217,2010,Andrey Konchalovskiy,Richard Philipps|Fernanda Dorogi|Kriszta Dorogi,English
107224,2013,Andy De Emmony,Ben Chaplin|Patrick FitzSymons|Julian Rhind-Tutt,English
107226,2000,Robert Wise,Peter Falk|Andrew McCarthy|Nastassja Kinski,English
107230,1992,Douglas Jackson,Justine Bateman|Adam Baldwin|Michele Scarabelli,English
107232,1983,Douglas McKeown,Charles George Hildebrandt|Tom DeFranco|Richard Lee Porter,English
107234,1991,Paul Ziller,Michael Ironside|Christopher Bondy|Susan Almgren,English
107236,1969,Ken Annakin,Bourvil|Lando Buzzanca|Walter Chiari,English
107238,1981,Zoran Tadic,Ivica Vidovic|Fabijan Sovagovic|Bozidarka Frajt,Croatian
107241,2005,Michèle Ohayon,Ivan Thompson,English|Spanish
107243,2001,Artus de Penguern,Artus de Penguern|Pascale Arbillot|Élisabeth Vitali,French
107248,1980,Jean Rollin,Brigitte Lahaie|Vincent Gardère|Dominique Journet,French
107252,,,Saskia Reeves|Owen Teale|Julia Ford,English
107262,1965,Kazuo Mori,Shintarô Katsu|Kanbi Fujiyama|Eiko Taki,Japanese
107264,1965,Akira Inoue,Shintarô Katsu|Norihei Miki|Mikiko Tsubouchi,Japanese
107266,2012,Tyler Benjamin,Electra Avellan|Elise Avellan|Doug Bradley,English
107268,,John Mackenzie,Omar Epps|Joss Ackland|Sean Pertwee,English
107270,1998,Matt Cunningham,Amy Gordon|Mike Hart|Steve Ladden,English
107274,2012,Baltasar Kormákur,Ólafur Darri Ólafsson|Stefán Hallur Stefánsson|Joi Johannsson,Icelandic
107278,1975,Jean Rollin,Jean-Loup Philippe|Annie Belle|Natalie Perrey,French
107281,1995,John-Paul Davidson,Alan Bates|Theresa Russell|Sting,English
107289,1977,Bradley R. Swirnoff,Paul Ainsley|Wil Albert|Royce D. Applegate,English
107295,2012,Harry Thomason,Henry Thomas|Jesse James|Fred Dalton Thompson,English
107297,2012,Roberta Grossman,Harry Belafonte|Regina Spektor|Glen Campbell,English
107299,2011,Michael Lembeck,Austin Butler|Yin Chang|Tom Irwin,English
107302,2013,Kees Van Oostrum,Jeanne Tripplehorn|Liev Schreiber|Joelle Carter,English
107304,2008,Hiroyuki Imaishi,Marina Inoue|Tetsuya Kakihara|Katsuyuki Konishi,Japanese
107306,2009,Hiroyuki Imaishi,Marina Inoue|Tetsuya Kakihara|Katsuyuki Konishi,Japanese
107309,2012,Lucy Mulloy,Dariel Arrechaga|Anailín de la Rúa de la Torre|Javier Núñez Florián,Spanish
107312,2001,Darrell Rooney,Scott Wolf|Alyssa Milano|Chazz Palminteri,English
107314,2013,Spike Lee,Josh Brolin|Elizabeth Olsen|Samuel L. Jackson,English
107316,1998,Robert Stone,Boris Sichkin|Christoph Gutknecht|Boris Leskin,
107328,1971,Jean Rollin,Sandra Julien|Jean-Marie Durand|Jacques Robiolles,French
107334,1965,Gérard Oury,Bourvil|Louis de Funès|Venantino Venantini,French
107338,2013,Ed Herzog,Stefan Betz|Sebastian Bezzel|Nadeshda Brennicke,German
107342,1965,Kenji Misumi,Shintarô Katsu|Mikio Narita|Chizu Hayashi,Japanese
107344,1966,Tokuzô Tanaka,Shintarô Katsu|Shigeru Amachi|Jun Hamamura,Japanese
107346,1966,Kazuo Ikehiro,Shintarô Katsu|Michiyo Ohkusu|Kunie Tanaka,Japanese
107348,2013,Adam McKay,Will Ferrell|Christina Applegate|Paul Rudd,English
107350,2012,Susan Froemke,Clive Alonzo|Don Berwick|Elizabeth Blackburn,English
107352,2013,Adrian Moat,Tom Hanks|Regen Wilson|Billy Campbell,English
107354,2013,Ryan White,Freda Kelly|Paul McCartney|John Lennon,English
107357,2013,Laura Dern,Jennifer Hudson|Sarah Hyland|Melissa Leo,English
107359,2012,Christopher Papakaliatis,Christopher Papakaliatis|Marina Kalogirou|Maro Kodou,Greek
107361,2013,Dante Lam,Nick Cheung|Eddie Peng|Ting Mei,Mandarin|Cantonese
107368,2013,Liam Lynch,Sarah Silverman|Daniel Steven Gonzalez|Cuete Yeska,English
107370,1975,Luigi Bazzoni,Florinda Bolkan|Peter McEnery|Klaus Kinski,Italian
107372,2010,Gabriele Salvatores,Fabio De Luigi|Diego Abatantuono|Fabrizio Bentivoglio,Italian
107380,2013,Philip Marcus,Mike Tyson,English
107382,2013,Whoopi Goldberg,Debbie Allen|Kaye Ballard|Harry Belafonte,English
107397,1963,Henry Koster,James Stewart|Sandra Dee|Audrey Meadows,English|French
107400,,,Emile Hirsch|Holliday Grainger|Sarah Hyland,English
107402,1947,Edwin L. Marin,George Raft|George Brent|Randolph Scott,English
107404,1974,Duke Mitchell,Duke Mitchell|Vic Caesar|Lorenzo Dodo,English
107406,2013,Joon-ho Bong,Chris Evans|Jamie Bell|Tilda Swinton,English|Korean|French|Japanese|Czech
